Srno,Department,Budget Head,Allocation
782,606101 Garden Department,2305189 Maint of Garden & Picnic Spots,50000000
783,606101 Garden Department,4101005 Dev. of Parks & Gardens,120000000
784,606101 Garden Department,4101008 Swimming Pool,100000
785,606101 Garden Department,4101009 Dev. Of Pitra Parvat,22000000
786,606101 Garden Department,4101010 Dev. of Nehru Park,3000000
787,606101 Garden Department,4101011 Dev. of Bijasan,100000
788,606101 Garden Department,4101012 Plantation on Govt. Land,5000000
789,606101 Garden Department,4101029 Construction of Entertainment Place Near Sirpur talab (Appu Ghar and Other,10000000
790,606101 Garden Department,4101031 Piplia frost Regional Park development expenditure,50000000
791,606101 Garden Department,4101032 Development of the City Forest and Greenery expenditure on works,30000000
792,606101 Garden Department,4101033 Land Development of Meghdoot Garden (Mangal Meriland),10000000
793,606101 Garden Department,4101035 Regional Park – Laser Show Structure Expenses,40000000
794,606101 Garden Department,4103008 Road side Avenue Plantation (Project Green),50000000
795,606101 Garden Department,4105011 Purchase of JCB/Truck / Tractar/ Water tank,4000000
796,606101 Garden Department,4106011 Purchase of Office Equipment,300000
797,606101 Garden Department,4107001 Purchase of Furniture,50000
798,606101 Garden Department,4108015 Kids Zone plan expenditure,10000000
799,606101 Garden Department,4108026 Chief Minister Infrastructure Development Expenditure (Environmental Development & City Forest),50000000
800,606501 Zoo Department,2101001 Salaries & Allowances,20000000
801,606501 Zoo Department,2101011 Expenditure on labor,3000000
802,606501 Zoo Department,2101021 Wages (Muster Workers),800000
803,606501 Zoo Department,2201221 Postage/Courier expenses,10000
804,606501 Zoo Department,2202101 Printing expenses,50000
805,606501 Zoo Department,2203005 Travelling and Conveyance - Staff,1000000
806,606501 Zoo Department,2208051 Miscellaneous expenses,50000
807,606501 Zoo Department,2208554 Exp. On Animal Care Centre,5000000
808,606501 Zoo Department,2303010 Stores for Zoo/Sanctuaries,4500000
809,606501 Zoo Department,2303011 Stores for Medicine Consumption,500000
810,606501 Zoo Department,2303013 Exp. On Food for Animal,2500000
811,606501 Zoo Department,2303014 Exp. On Green Grass For Animals,1000000
812,606501 Zoo Department,2303015 Exp. on Dry Grass For Animal,2000000
813,606501 Zoo Department,2305109 Zoos (including maintenance of cages),3000000
814,606501 Zoo Department,2305138 Training & Education of Zoo Staff,100000
815,606501 Zoo Department,2305139 Maint. of Cages For Animal Security,500000
816,606501 Zoo Department,2305143 Moveable Cages For Animal,500000
817,606501 Zoo Department,2305144 Exp. on Security Guard Arrangement,3000000
818,606501 Zoo Department,2305145 Maintenance of Fishhome,5000000
819,606501 Zoo Department,2305146 Maintenance of Cages and other,500000
820,606501 Zoo Department,2308015 Fruit and Vegetable Exp for Animals,2000000
821,606501 Zoo Department,2502011 Exp. On Animal Week,100000
822,606501 Zoo Department,4101013 Purchase of New Animal,1000000
823,606501 Zoo Department,4101014 Exp. on Equipment For Vetarny Hospital,1000000
824,606501 Zoo Department,4101015 Construction of Elephant Cage,5000000
825,606501 Zoo Department,4101016 Constriction of Wall – B.T.R.S,10000000
826,606501 Zoo Department,4101017 Constriction of Entry Plaza,6000000
827,606501 Zoo Department,4101030 Development of Zoo (IMC Fund),60000000
828,606501 Zoo Department,4102016 Aquariums and Cages at Zoo,5000000
829,606501 Zoo Department,4106011 Purchase of Office Equipment,100000
830,606501 Zoo Department,4123002 Dev. Of Zoo (C.Z A ),10000000
831,707301 Urban Poverty Alleviation,2101001 Salaries & Allowances,12500000
832,707301 Urban Poverty Alleviation,2201221 Postage/Courier expenses,200000
833,707301 Urban Poverty Alleviation,2202101 Printing expenses,500000
834,707301 Urban Poverty Alleviation,2203005 Travelling and Conveyance - Staff,100000
835,707301 Urban Poverty Alleviation,2208051 Miscellaneous expenses,300000
836,707301 Urban Poverty Alleviation,2305148 Misc. Civil Office Repairs,100000
837,707301 Urban Poverty Alleviation,2305150 Photo copy Exp.,300000
838,707301 Urban Poverty Alleviation,2501004 Pt. Dindayal Senior Citizen Insurance Scheme (For Citizens of Indore),8000000
839,707301 Urban Poverty Alleviation,2501006 Exp. For Opening Balance of Account Post Office of Citizen for National Old Age / Social Security Pension,2000000
840,707301 Urban Poverty Alleviation,2502019 Poverty Rekhadharkon Antyeshti family support,2000000
841,707301 Urban Poverty Alleviation,2603002 Entire Social Security Purpose Exp.,15000000
842,707301 Urban Poverty Alleviation,4106002 Purchase of Computers/Peripherals,500000
843,707301 Urban Poverty Alleviation,4107001 Purchase of Furniture,300000
844,808101 Street Lights Section,2101001 Salaries & Allowances,25000000
845,808101 Street Lights Section,2201221 Postage/Courier expenses,20000
846,808101 Street Lights Section,2202101 Printing expenses,100000
847,808101 Street Lights Section,2203005 Travelling and Conveyance - Staff,50000
848,808101 Street Lights Section,2205021 Energy Auditors,500000
849,808101 Street Lights Section,2206041 Workshop and Seminars,200000
850,808101 Street Lights Section,2208051 Miscellaneous expenses,100000
851,808101 Street Lights Section,2301002 Maint. of Street lighting,150000000
852,808101 Street Lights Section,2301013 Corporate buildings / electricity costs of school buildings,15000000
853,808101 Street Lights Section,2301018 Payment to MPSEB for Supervision/ New connection,5000000
854,808101 Street Lights Section,2305030 Public Lighting - Sodium & Tubes,100000
855,808101 Street Lights Section,2305031 Maint. of Highmasts (Public Lighting),5000000
856,808101 Street Lights Section,2305032 Public Lighting - Decorative,100000
857,808101 Street Lights Section,2305036 Repair of Traffic Signals,100000
858,808101 Street Lights Section,2305061 Electricity Arrangement for Garden,15000000
859,808101 Street Lights Section,2305062 Maint. Street light,60000000
860,808101 Street Lights Section,2305063 Removal of Electricity Pole,20000000
861,808101 Street Lights Section,2305064 Electricity Arrangement in Studium,500000
862,808101 Street Lights Section,2305065 Temporary Electricity Arrangement,17500000
863,808101 Street Lights Section,2305067 Maint of D.G. Set,500000
864,808101 Street Lights Section,2305068 Electric / gas Svdahgrh Mainance,100000
865,808101 Street Lights Section,2305069 Maint. of Street Light of Service Road of Ring Road,20000000
866,808101 Street Lights Section,2305071 Temporary Electric Arrangement - Historical Palaces,2500000
867,808101 Street Lights Section,2305072 Maint. of Electrical Line - Z.O.,5000000
868,808101 Street Lights Section,2305073 Maint. of Electrical Lines - H.O.,5000000
869,808101 Street Lights Section,2305074 Maint. of Central Lighting,10000000
870,808101 Street Lights Section,2305075 Maint. of Street Light - Tube,100000
871,808101 Street Lights Section,4103301 Public Lighting at Burning Ghats,5000000
872,808101 Street Lights Section,4103302 Purchase of Transformer / DG Sets,1500000
873,808101 Street Lights Section,4103303 Public Lighting - Sodium & Tubes,100000
874,808101 Street Lights Section,4103304 Public Lighting - Highmasts,40000000
875,808101 Street Lights Section,4103306 Public Lighting at Other Public Places,100000000
876,808101 Street Lights Section,4103308 Electricity Charges - Historical Sites,500000
877,808101 Street Lights Section,4103309 Modernization of Main Roads (Electric Arrangment),50000000
878,808101 Street Lights Section,4103310 Electric Arrangement at - Main Sqr.,25000000
879,808101 Street Lights Section,4103311 Electric Arrangment at - New Garden,20000000
880,808101 Street Lights Section,4103312 Cons. of Gas powered set Svdahgrh,10000000
881,808101 Street Lights Section,4103314 Flud Light at Stadium,100000
882,808101 Street Lights Section,4103315 Purchase of Light Fitting Tube,35000000
883,808101 Street Lights Section,4103316 Purchase of Energy Saving Equipment,5000000
884,808101 Street Lights Section,4103319 Street Light Line (Wire) Expenditure,10000000
885,808101 Street Lights Section,4104010 Purchase of Hydraulic Lift for Electrical Repairing,5000000
886,808101 Street Lights Section,4104021 Solar Plant Project Development Expenditure,10000000
887,808101 Street Lights Section,4106011 Purchase of Office Equipment,500000
888,808101 Street Lights Section,4107001 Purchase of Furniture,500000
889,808101 Street Lights Section,4108027 Chief Minister Infrastructure Development Expenditure (Light Arrangement / Central Lighting and other Work),100000000
890,808301 JNNURM,2101001 Salaries & Allowances,5000000
891,808301 JNNURM,2101021 Wages (Muster Workers),200000
892,808301 JNNURM,2101026 Salaries Remuneration / Honorarium Exp. (Contract basis),2500000
893,808301 JNNURM,2201212 Website Maintenance,200000
894,808301 JNNURM,2201221 Postage/Courier expenses,100000
895,808301 JNNURM,2201239 Survey and Drawing consultant,30000000
896,808301 JNNURM,2202101 Printing expenses,500000
897,808301 JNNURM,2203005 Travelling and Conveyance - Staff,500000
898,808301 JNNURM,2206002 Tenders Advertisement Expenses,10000000
899,808301 JNNURM,2206021 Exhibition expenses,1000000
900,808301 JNNURM,2208051 Miscellaneous expenses,1000000
901,808301 JNNURM,2305151 Expansion/Maint. Of PIU Building,1000000
902,808301 JNNURM,2305215 Maint.Of Building,500000
903,808301 JNNURM,2305906 Maint. of Office Equipment,500000
904,808301 JNNURM,4102030 Exp. From PPP/Pub. Contrbn. In JNNURM Projects,10000000
905,808301 JNNURM,4103112 Other JNNURM Project Exp.,1000000
906,808301 JNNURM,4105018 Contribution of IMC in Purchase of New City Bus / Other,20000000
907,808301 JNNURM,4106011 Purchase of Office Equipment,500000
908,808301 JNNURM,4107001 Purchase of Furniture,1000000
909,808301 JNNURM,4108010 Expenditure on Other Projects,622000
910,808301 JNNURM,4108097 JNNURM 2nd Phase Scheme Expenditure/ other misson Scheme Expenditure,20000000
911,808301 JNNURM,4123015 Arrangement of Distribution of water Supply,1000
912,808302 Yeswant Sagar Project,4103260 Augmentation Of Yeshwant Sagar (Water Supply),20000000
913,808303 Indore Sewerage Project,4103115 Sewerage Project,1100000000
914,808305 Houses for Slum,4103261 Houses For Slum Dewellers & Urban Poor,100000000
915,808305 Houses for Slum,4103295 Housing Project in Slum Area (2 Phase),300000000
916,808306 Solid Waste Management,4123065 Solid Waste Management,30000000
917,808307 River Side Corridor Public Transport Coridore,4101023 River/ Publice Transport corridor/ Other corridor Expenditure,600000000
918,808311 Parking Structures At 20 Locations,4102024 Parking Lots,300000000
919,808701 M.P.U.S.P. (DFID),2101001 Salaries & Allowances,1000
920,808701 M.P.U.S.P. (DFID),2511001 DFID RA Account - Finance,220000
921,808701 M.P.U.S.P. (DFID),2511003 DFID RA Account - Human Resourses & Organsiational Development,1000
922,808701 M.P.U.S.P. (DFID),2511004 DFID RA Account - Computerization & e- Governance,1500000
923,808701 M.P.U.S.P. (DFID),2511005 DFID RA Account - Social & Community Development,60000
924,808701 M.P.U.S.P. (DFID),2511006 DFID RA Account - Urban (Pro-poor) Planning,4200000
925,808701 M.P.U.S.P. (DFID),2511007 DFID RA Account - Engineering,500000
926,808701 M.P.U.S.P. (DFID),2511008 DFID RA Energy Efficiency Expenditure,1000
927,808701 M.P.U.S.P. (DFID),2511009 DFID RA Heritage Expenditure,1000
928,808701 M.P.U.S.P. (DFID),2511011 DFID RA Account - Communications & Public Relations Management,1000
929,808701 M.P.U.S.P. (DFID),2511012 DFID RA Account - Programme Management,1000
930,808701 M.P.U.S.P. (DFID),2511013 DFID RA Account - Trainings & Workshops,1000
931,808701 M.P.U.S.P. (DFID),2511021 DFID RA Account - MSU Support Staff Cost (Regular),78000
932,808701 M.P.U.S.P. (DFID),2511022 DFID RA Account - MSU Support Staff Cost (Incentives),1000
933,808701 M.P.U.S.P. (DFID),2511031 DFID RA Account - MPUSP Office Expenses,1000
934,808701 M.P.U.S.P. (DFID),2511032 DFID RA Account - Meeting Expenses,1000
935,808701 M.P.U.S.P. (DFID),2511033 DFID RA Account - Tender /Bid Expenses,1000
936,808701 M.P.U.S.P. (DFID),2511034 DFID RA Account - Miscellaneous Expenses,1000
937,808701 M.P.U.S.P. (DFID),2602101 DFID CI Account - Community Infrastructure,1000
938,808701 M.P.U.S.P. (DFID),2602102 DFID CI Account - Environmental Initiatives,1000
939,808701 M.P.U.S.P. (DFID),2602103 DFID CI Account - Community Activities,1000
940,808701 M.P.U.S.P. (DFID),2602104 DFID CI Account - Livelihood- Based Initiatives,1000
941,808701 M.P.U.S.P. (DFID),4106101 DFID RA Account - Compters & Peripherals,1000
942,808701 M.P.U.S.P. (DFID),4106102 DFID RA Account -Faxes,1000
943,808701 M.P.U.S.P. (DFID),4106103 DFID RA Account - Photo Copiers,1000
944,808701 M.P.U.S.P. (DFID),4106104 DFID RA Account - LCD Projectors,1000
945,808701 M.P.U.S.P. (DFID),4106105 DFID RA Account - Digital Cameras,1000
946,808701 M.P.U.S.P. (DFID),4106106 DFID RA Account - Others,1000
947,808701 M.P.U.S.P. (DFID),4106108 DFID RA Account - Consolidated Equipement,1000
948,808701 M.P.U.S.P. (DFID),4107101 DFID RA Account -Chairs,1000
949,808701 M.P.U.S.P. (DFID),4107102 DFID RA Account - Tables,1000
950,808701 M.P.U.S.P. (DFID),4107103 DFID RA Account - Almirahs,1000
951,808701 M.P.U.S.P. (DFID),4107104 DFID RA Account - Cupboards,1000
952,808701 M.P.U.S.P. (DFID),4107105 DFID RA Account - Fans,1000
953,808701 M.P.U.S.P. (DFID),4107106 DFID RA Account - Electrical Fittings,1000
954,808701 M.P.U.S.P. (DFID),4107107 DFID RA Account - Air Conditioners,1000
955,808701 M.P.U.S.P. (DFID),4107108 DFID RA Account - Others,1000
956,808701 M.P.U.S.P. (DFID),4107110 DFID RA Account Consolidated Furnitures,1000
957,808701 M.P.U.S.P. (DFID),4108101 DFID In-Slum ID Account - Buildings,295000
958,808701 M.P.U.S.P. (DFID),4108102 DFID In-Slum ID Account - Roads & Bridges,477000
959,808701 M.P.U.S.P. (DFID),4108103 DFID In-Slum ID Account - Sewerages & drainage,1000
960,808701 M.P.U.S.P. (DFID),4108104 DFID In-Slum ID Account - water ways,1000
961,808701 M.P.U.S.P. (DFID),4108105 DFID In-Slum ID Account - Public Lighting,1669000
962,808701 M.P.U.S.P. (DFID),4108106 DFID In-Slum ID Account - Plant & Machinery,1000
963,808701 M.P.U.S.P. (DFID),4108107 DFID In-Slum ID Account - Vehicles,1000
964,808701 M.P.U.S.P. (DFID),4108108 DFID In-Slum ID Account - Offices & other Equipments,1000
965,808701 M.P.U.S.P. (DFID),"4108109 DFID In-Slum ID Account - Furnitures, Fixture, Fittings & electrical applicances",1000
966,808701 M.P.U.S.P. (DFID),4108110 DFID In-Slum ID Account - Other Fixed Assets,1000
967,808701 M.P.U.S.P. (DFID),4108111 Infrastructure for Batter Safety(VAW),1000
968,808701 M.P.U.S.P. (DFID),4108131 DFID Software-E-Municipality Expenditure,1000
969,808701 M.P.U.S.P. (DFID),4121042 Utthan Second Face (MPUIIP) Expenditure,50000000
970,808801 ADB (UDAY),2101001 Salaries & Allowances,7500000
971,808801 ADB (UDAY),2102071 Staff training expenses,200000
972,808801 ADB (UDAY),2201221 Postage/Courier expenses,15000
973,808801 ADB (UDAY),2202101 Printing expenses,125000
974,808801 ADB (UDAY),2203005 Travelling and Conveyance - Staff,2000000
975,808801 ADB (UDAY),2208019 Privat Security for Head Works,5000000
976,808801 ADB (UDAY),2208051 Miscellaneous expenses,10000000
977,808801 ADB (UDAY),2302003 Water Meter Maintenance,1000000
978,808801 ADB (UDAY),2302004 Intake Well - Capacity 900 mld maintenance,3000000
979,808801 ADB (UDAY),2302005 Water Treatment Plant - Capacity363 mld,6000000
980,808801 ADB (UDAY),2305604 132 KV Sub-Stations,6000000
981,808801 ADB (UDAY),2305605 Clear Water Pumping Station - 3 Nos. & Elect. Sub- Stations,6000000
982,808801 ADB (UDAY),2305615 Restrenthening of foundation at BS-2,9500000
983,808801 ADB (UDAY),2305616 Renovation of 6.6 KV Tower Line & Rail Pole Exp.,9000000
984,808801 ADB (UDAY),2308009 Other Maintenance Exp.,8000000
985,808801 ADB (UDAY),4103240 Work of Distribu. System (150-600MM Dia)Zone-1,41000000
986,808801 ADB (UDAY),4103252 Laying of Pipes of Federmain & Other Related Works,45000000
987,808801 ADB (UDAY),4103270 Constriction of Jalud Headwork’s on City & Pumping Station,170631000
988,808801 ADB (UDAY),4103271 Work of Disstribu. System (150-600MM Dai) Phase II,14000000
989,808801 ADB (UDAY),4103272 Work of Disstribu. System (150-600MM Dai) Phase III,35000000
990,808801 ADB (UDAY),4103276 Laying of 132 K.V. Electric Transmitter line (Badwah to Bhklai),20000000
991,808801 ADB (UDAY),4103279 Water Supply and Constriction of Toilet (20 Slum Area ),33144000
992,808801 ADB (UDAY),4103282 6 Nos. Rcc over Head Service Reservoirsms Feeder main work,32050000
993,808801 ADB (UDAY),4103283 MS Feeder Main word for inter connection of 6 nos. Rcc OHSR,49177000
994,808801 ADB (UDAY),4103284 SoS scheme for Additional 90 MLD water supply,20000000
995,808801 ADB (UDAY),4103285 Scheme for water supply to pipe line along the By-pass,100000000
996,808801 ADB (UDAY),4103286 Scheme for water supply to IIT Indore,20000000
997,808801 ADB (UDAY),4103287 132 KV Connection For Bhaklai sub-station,1000000
998,808801 ADB (UDAY),4107001 Purchase of Furniture,100000
999,808801 ADB (UDAY),4108098 Meter Expenditure for Water Connections,10000000
1000,809001 Right To Information,2201221 Postage/Courier expenses,20000
1001,809001 Right To Information,2202101 Printing expenses,50000
1002,809001 Right To Information,2202105 Exp for Photocopy,50000
1003,809001 Right To Information,2305906 Maint. of Office Equipment,10000
1004,809001 Right To Information,4102034 Construction of New Room for RTI office,200000
1005,809001 Right To Information,4106002 Purchase of Computers/Peripherals,100000
1006,809001 Right To Information,4107001 Purchase of Furniture,100000
1007,900301 Property Tax Section,2102062 Reward amount Payble to Employee Against Recovery of Property Tax,500000
1008,900301 Property Tax Section,2203005 Travelling and Conveyance - Staff,50000
1009,900301 Property Tax Section,2206005 Incentive to advance tax Payers,1500000
1010,900301 Property Tax Section,2208515 Purchase of Grass for Gausha-Las,500000
1011,900301 Property Tax Section,2305502 Computers,200000
1012,900301 Property Tax Section,2503007 Exp. On Population Census,500000
1013,900302 Water Tax Section,2102063 Reward amount Payble to Employee Against Recovery of Water tax,500000
1014,900302 Water Tax Section,2201221 Postage/Courier expenses,100000
1015,900302 Water Tax Section,2202101 Printing expenses,200000
1016,900302 Water Tax Section,2208520 Expenses for Revenue Collection,500000
1017,900302 Water Tax Section,2308022 Water Tax Recovery for Publicity & Advertsement Exp,300000
1018,900302 Water Tax Section,4106028 Purchase of New Equipment for Water Tax Recovery,300000
1019,900304 Revenue Department,2101021 Wages (Muster Workers),1500000
1020,900304 Revenue Department,2201221 Postage/Courier expenses,25000000
1021,900304 Revenue Department,2208015 Miscellancous Exp.,100000
1022,900304 Revenue Department,2308016 Purchase of Grass for Gaushalas Animal,1600000
1023,900304 Revenue Department,2308017 Maintenance Exp at Goshala Garden,500000
1024,900304 Revenue Department,2308018 Exp on Medicine for goshala Animal,500000
1025,900304 Revenue Department,2308020 Exp on Data Posting and Other Computer work,500000
1026,900304 Revenue Department,2308021 Exp on Maintenance of Record,200000
1027,900304 Revenue Department,4105019 Purchase of New Vehicles for Cathing of Stray Cattle,1000000
1028,900304 Revenue Department,4106024 Equipments for Cathing of Stray CAttle,500000
1029,900304 Revenue Department,4106026 Purchase New CCTV Camera,1000000
1030,900304 Revenue Department,4106027 Purchase New Automatic Trailer Printer,1000000
1031,900306 Survey Department Revenue,2101001 Salaries & Allowances,6000000
1032,900306 Survey Department Revenue,2201221 Postage/Courier expenses,100000
1033,900306 Survey Department Revenue,2202101 Printing expenses,500000
1034,900306 Survey Department Revenue,2208028 Survey of Expansion of Urban Area Expenditure,5000000
1035,900306 Survey Department Revenue,2208051 Miscellaneous expenses,100000
1036,900306 Survey Department Revenue,2208503 Survey of Land & Building,1000000
1037,900306 Survey Department Revenue,2208504 Survey of Water Connection,1000000
1038,900306 Survey Department Revenue,2208505 Survey of License,500000
1039,900306 Survey Department Revenue,2304001 Hire Charges of Light Vehicles,500000
1040,900306 Survey Department Revenue,2305401 Maint. of Furniture /Fixtures,200000
1041,900307 Assessment Department Revenue,2101001 Salaries & Allowances,30000000
1042,900307 Assessment Department Revenue,2202101 Printing expenses,500000
1043,900307 Assessment Department Revenue,2202104 Exp. on Maint. of Records,500000
1044,900307 Assessment Department Revenue,2203005 Travelling and Conveyance - Staff,100000
1045,900307 Assessment Department Revenue,2206040 Feasibility Study of Other Corporetion,200000
1046,900307 Assessment Department Revenue,2206041 Workshop and Seminars,200000
1047,900307 Assessment Department Revenue,2208051 Miscellaneous expenses,100000
1048,900307 Assessment Department Revenue,2208520 Expenses for Revenue Collection,2500000
1049,900307 Assessment Department Revenue,2304001 Hire Charges of Light Vehicles,500000
1050,900307 Assessment Department Revenue,2305401 Maint. of Furniture /Fixtures,200000
1051,900308 Recovery and Vigilence Department Revenue,2101001 Salaries & Allowances,32500000
1052,900308 Recovery and Vigilence Department Revenue,2201221 Postage/Courier expenses,50000
1053,900308 Recovery and Vigilence Department Revenue,2202101 Printing expenses,100000
1054,900308 Recovery and Vigilence Department Revenue,2203005 Travelling and Conveyance - Staff,50000
1055,900308 Recovery and Vigilence Department Revenue,2208051 Miscellaneous expenses,100000
1056,900308 Recovery and Vigilence Department Revenue,2208520 Expenses for Revenue Collection,500000
1057,900309 Market Revenue Department,2101001 Salaries & Allowances,37500000
1058,900309 Market Revenue Department,2201221 Postage/Courier expenses,10000
1059,900309 Market Revenue Department,2203005 Travelling and Conveyance - Staff,50000
1060,900309 Market Revenue Department,2208051 Miscellaneous expenses,200000
1061,900309 Market Revenue Department,2208506 Survey of Hoardings,200000
1062,900309 Market Revenue Department,2305134 Maint. of other Buildings of corporation,20000000
1063,900309 Market Revenue Department,4105025 Purchase of New Vehicles,2600000
